ORIGID,CountyName,PopulationCensus16,IGEasting,IGNorthing,Lat,Long,UniqueGeographicIdentifier,ConfirmedCovidCases,PopulationProportionCovidCases,x,y,FID,TimeStampDate
,Clare,118817,133493,182732,52.8917,-8.9889,,9,7.574674,-8.9889,52.8917,6607,2020-03-21
,Cork,542868,156242,77860,51.9517,-8.6372,,104,19.157512,-8.6372,51.9517,6608,2020-03-21
,Donegal,159192,202615,405691,54.8989,-7.96,,8,5.025378,-7.96,54.8989,6609,2020-03-21
,Dublin,1347359,313762,235813,53.3605,-6.292,,471,34.957276,-6.292,53.3605,6610,2020-03-21
,Galway,258058,151045,235818,53.3705,-8.7362,,33,12.787823,-8.7362,53.3705,6611,2020-03-21
,Kerry,147707,92975,102996,52.1689,-9.565,,12,8.124192,-9.565,52.1689,6612,2020-03-21
,Kildare,222504,281262,221513,53.238,-6.7837,,23,10.336893,-6.7837,53.238,6613,2020-03-21
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,15,15.116092,-7.2175,52.5816,6614,2020-03-21
,Laois,84697,244211,193996,52.9952,-7.3423,,6,7.084076,-7.3423,52.9952,6615,2020-03-21
,Leitrim,32044,200446,319670,54.1261,-7.9939,,3,9.362127,-7.9939,54.1261,6616,2020-03-21
,Limerick,194899,149743,141780,52.5255,-8.7412,,18,9.235553,-8.7412,52.5255,6617,2020-03-21
,Longford,40873,220162,275901,53.7325,-7.6952,,3,7.339809,-7.6952,53.7325,6618,2020-03-21
,Louth,128884,299463,297349,53.9161,-6.487,,13,10.086589,-6.487,53.9161,6619,2020-03-21
,Mayo,130507,117679,297355,53.9191,-9.2537,,6,4.597455,-9.2537,53.9191,6620,2020-03-21
,Meath,195044,284946,271349,53.6851,-6.715,,13,6.665163,-6.715,53.6851,6621,2020-03-21
,Monaghan,61386,268914,326818,54.1857,-6.9452,,3,4.887108,-6.9452,54.1857,6622,2020-03-21
,Offaly,77961,222690,223679,53.2632,-7.6607,,10,12.826926,-7.6607,53.2632,6623,2020-03-21
,Roscommon,64544,182029,283486,53.8008,-8.2735,,3,4.647992,-8.2735,53.8008,6624,2020-03-21
,Sligo,65535,165130,323355,54.1581,-8.5345,,8,12.207218,-8.5345,54.1581,6625,2020-03-21
,Tipperary,159553,205427,154345,52.6407,-7.9206,,20,12.53502,-7.9206,52.6407,6626,2020-03-21
,Waterford,116176,234676,105809,52.2035,-7.4935,,9,7.746867,-7.4935,52.2035,6627,2020-03-21
,Westmeath,88770,238362,255966,53.5524,-7.4219,,20,22.530134,-7.4219,53.5524,6628,2020-03-21
,Wexford,149722,301627,141559,52.5164,-6.5037,,3,2.003714,-6.5037,52.5164,6629,2020-03-21
,Wicklow,142425,311162,197894,53.0205,-6.3442,,22,15.446726,-6.3442,53.0205,6630,2020-03-21
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6631,2020-03-22
,Cavan,76176,246380,304501,53.9878,-7.2937,,5,6.563747,-7.2937,53.9878,6632,2020-03-22
,Clare,118817,133493,182732,52.8917,-8.9889,,11,9.257934,-8.9889,52.8917,6633,2020-03-22
,Cork,542868,156242,77860,51.9517,-8.6372,,123,22.657442,-8.6372,51.9517,6634,2020-03-22
,Donegal,159192,202615,405691,54.8989,-7.96,,11,6.909895,-7.96,54.8989,6635,2020-03-22
,Dublin,1347359,313762,235813,53.3605,-6.292,,535,39.707309,-6.292,53.3605,6636,2020-03-22
,Galway,258058,151045,235818,53.3705,-8.7362,,35,13.562842,-8.7362,53.3705,6637,2020-03-22
,Kerry,147707,92975,102996,52.1689,-9.565,,15,10.15524,-9.565,52.1689,6638,2020-03-22
,Kildare,222504,281262,221513,53.238,-6.7837,,25,11.235753,-6.7837,53.238,6639,2020-03-22
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,16,16.123831,-7.2175,52.5816,6640,2020-03-22
,Laois,84697,244211,193996,52.9952,-7.3423,,8,9.445435,-7.3423,52.9952,6641,2020-03-22
,Leitrim,32044,200446,319670,54.1261,-7.9939,,3,9.362127,-7.9939,54.1261,6642,2020-03-22
,Limerick,194899,149743,141780,52.5255,-8.7412,,19,9.748639,-8.7412,52.5255,6643,2020-03-22
,Longford,40873,220162,275901,53.7325,-7.6952,,3,7.339809,-7.6952,53.7325,6644,2020-03-22
,Louth,128884,299463,297349,53.9161,-6.487,,16,12.414264,-6.487,53.9161,6645,2020-03-22
,Mayo,130507,117679,297355,53.9191,-9.2537,,9,6.896182,-9.2537,53.9191,6646,2020-03-22
,Meath,195044,284946,271349,53.6851,-6.715,,16,8.203277,-6.715,53.6851,6647,2020-03-22
,Monaghan,61386,268914,326818,54.1857,-6.9452,,3,4.887108,-6.9452,54.1857,6648,2020-03-22
,Offaly,77961,222690,223679,53.2632,-7.6607,,13,16.675004,-7.6607,53.2632,6649,2020-03-22
,Roscommon,64544,182029,283486,53.8008,-8.2735,,3,4.647992,-8.2735,53.8008,6650,2020-03-22
,Sligo,65535,165130,323355,54.1581,-8.5345,,8,12.207218,-8.5345,54.1581,6651,2020-03-22
,Tipperary,159553,205427,154345,52.6407,-7.9206,,20,12.53502,-7.9206,52.6407,6652,2020-03-22
,Waterford,116176,234676,105809,52.2035,-7.4935,,13,11.189919,-7.4935,52.2035,6653,2020-03-22
,Westmeath,88770,238362,255966,53.5524,-7.4219,,21,23.656641,-7.4219,53.5524,6654,2020-03-22
,Wexford,149722,301627,141559,52.5164,-6.5037,,7,4.675332,-6.5037,52.5164,6655,2020-03-22
,Wicklow,142425,311162,197894,53.0205,-6.3442,,28,19.65947,-6.3442,53.0205,6656,2020-03-22
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6657,2020-03-23
,Cavan,76176,246380,304501,53.9878,-7.2937,,5,6.563747,-7.2937,53.9878,6658,2020-03-23
,Clare,118817,133493,182732,52.8917,-8.9889,,12,10.099565,-8.9889,52.8917,6659,2020-03-23
,Cork,542868,156242,77860,51.9517,-8.6372,,133,24.49951,-8.6372,51.9517,6660,2020-03-23
,Donegal,159192,202615,405691,54.8989,-7.96,,11,6.909895,-7.96,54.8989,6661,2020-03-23
,Dublin,1347359,313762,235813,53.3605,-6.292,,659,48.910498,-6.292,53.3605,6662,2020-03-23
,Galway,258058,151045,235818,53.3705,-8.7362,,40,15.500391,-8.7362,53.3705,6663,2020-03-23
,Kerry,147707,92975,102996,52.1689,-9.565,,33,22.341527,-9.565,52.1689,6664,2020-03-23
,Kildare,222504,281262,221513,53.238,-6.7837,,34,15.280624,-6.7837,53.238,6665,2020-03-23
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,16,16.123831,-7.2175,52.5816,6666,2020-03-23
,Laois,84697,244211,193996,52.9952,-7.3423,,9,10.626114,-7.3423,52.9952,6667,2020-03-23
,Leitrim,32044,200446,319670,54.1261,-7.9939,,3,9.362127,-7.9939,54.1261,6668,2020-03-23
,Limerick,194899,149743,141780,52.5255,-8.7412,,19,9.748639,-8.7412,52.5255,6669,2020-03-23
,Longford,40873,220162,275901,53.7325,-7.6952,,4,9.786412,-7.6952,53.7325,6670,2020-03-23
,Louth,128884,299463,297349,53.9161,-6.487,,18,13.966047,-6.487,53.9161,6671,2020-03-23
,Mayo,130507,117679,297355,53.9191,-9.2537,,9,6.896182,-9.2537,53.9191,6672,2020-03-23
,Meath,195044,284946,271349,53.6851,-6.715,,24,12.304916,-6.715,53.6851,6673,2020-03-23
,Monaghan,61386,268914,326818,54.1857,-6.9452,,3,4.887108,-6.9452,54.1857,6674,2020-03-23
,Offaly,77961,222690,223679,53.2632,-7.6607,,13,16.675004,-7.6607,53.2632,6675,2020-03-23
,Roscommon,64544,182029,283486,53.8008,-8.2735,,3,4.647992,-8.2735,53.8008,6676,2020-03-23
,Sligo,65535,165130,323355,54.1581,-8.5345,,8,12.207218,-8.5345,54.1581,6677,2020-03-23
,Tipperary,159553,205427,154345,52.6407,-7.9206,,20,12.53502,-7.9206,52.6407,6678,2020-03-23
,Waterford,116176,234676,105809,52.2035,-7.4935,,15,12.911445,-7.4935,52.2035,6679,2020-03-23
,Westmeath,88770,238362,255966,53.5524,-7.4219,,25,28.162668,-7.4219,53.5524,6680,2020-03-23
,Wexford,149722,301627,141559,52.5164,-6.5037,,7,4.675332,-6.5037,52.5164,6681,2020-03-23
,Wicklow,142425,311162,197894,53.0205,-6.3442,,39,27.382833,-6.3442,53.0205,6682,2020-03-23
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6683,2020-03-24
,Cavan,76176,246380,304501,53.9878,-7.2937,,6,7.876497,-7.2937,53.9878,6684,2020-03-24
,Clare,118817,133493,182732,52.8917,-8.9889,,25,21.04076,-8.9889,52.8917,6685,2020-03-24
,Cork,542868,156242,77860,51.9517,-8.6372,,154,28.367854,-8.6372,51.9517,6686,2020-03-24
,Donegal,159192,202615,405691,54.8989,-7.96,,12,7.538067,-7.96,54.8989,6687,2020-03-24
,Dublin,1347359,313762,235813,53.3605,-6.292,,774,57.445714,-6.292,53.3605,6688,2020-03-24
,Galway,258058,151045,235818,53.3705,-8.7362,,45,17.43794,-8.7362,53.3705,6689,2020-03-24
,Kerry,147707,92975,102996,52.1689,-9.565,,38,25.726607,-9.565,52.1689,6690,2020-03-24
,Kildare,222504,281262,221513,53.238,-6.7837,,39,17.527775,-6.7837,53.238,6691,2020-03-24
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,19,19.147049,-7.2175,52.5816,6692,2020-03-24
,Laois,84697,244211,193996,52.9952,-7.3423,,9,10.626114,-7.3423,52.9952,6693,2020-03-24
,Leitrim,32044,200446,319670,54.1261,-7.9939,,3,9.362127,-7.9939,54.1261,6694,2020-03-24
,Limerick,194899,149743,141780,52.5255,-8.7412,,24,12.31407,-8.7412,52.5255,6695,2020-03-24
,Longford,40873,220162,275901,53.7325,-7.6952,,3,7.339809,-7.6952,53.7325,6696,2020-03-24
,Louth,128884,299463,297349,53.9161,-6.487,,20,15.51783,-6.487,53.9161,6697,2020-03-24
,Mayo,130507,117679,297355,53.9191,-9.2537,,14,10.727394,-9.2537,53.9191,6698,2020-03-24
,Meath,195044,284946,271349,53.6851,-6.715,,27,13.84303,-6.715,53.6851,6699,2020-03-24
,Monaghan,61386,268914,326818,54.1857,-6.9452,,3,4.887108,-6.9452,54.1857,6700,2020-03-24
,Offaly,77961,222690,223679,53.2632,-7.6607,,16,20.523082,-7.6607,53.2632,6701,2020-03-24
,Roscommon,64544,182029,283486,53.8008,-8.2735,,5,7.746653,-8.2735,53.8008,6702,2020-03-24
,Sligo,65535,165130,323355,54.1581,-8.5345,,8,12.207218,-8.5345,54.1581,6703,2020-03-24
,Tipperary,159553,205427,154345,52.6407,-7.9206,,27,16.922277,-7.9206,52.6407,6704,2020-03-24
,Waterford,116176,234676,105809,52.2035,-7.4935,,22,18.936786,-7.4935,52.2035,6705,2020-03-24
,Westmeath,88770,238362,255966,53.5524,-7.4219,,29,32.668694,-7.4219,53.5524,6706,2020-03-24
,Wexford,149722,301627,141559,52.5164,-6.5037,,8,5.343236,-6.5037,52.5164,6707,2020-03-24
,Wicklow,142425,311162,197894,53.0205,-6.3442,,49,34.404072,-6.3442,53.0205,6708,2020-03-24
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6709,2020-03-25
,Cavan,76176,246380,304501,53.9878,-7.2937,,9,11.814745,-7.2937,53.9878,6710,2020-03-25
,Clare,118817,133493,182732,52.8917,-8.9889,,26,21.882391,-8.9889,52.8917,6711,2020-03-25
,Cork,542868,156242,77860,51.9517,-8.6372,,171,31.49937,-8.6372,51.9517,6712,2020-03-25
,Donegal,159192,202615,405691,54.8989,-7.96,,15,9.422584,-7.96,54.8989,6713,2020-03-25
,Dublin,1347359,313762,235813,53.3605,-6.292,,922,68.430166,-6.292,53.3605,6714,2020-03-25
,Galway,258058,151045,235818,53.3705,-8.7362,,57,22.088058,-8.7362,53.3705,6715,2020-03-25
,Kerry,147707,92975,102996,52.1689,-9.565,,44,29.788703,-9.565,52.1689,6716,2020-03-25
,Kildare,222504,281262,221513,53.238,-6.7837,,45,20.224356,-6.7837,53.238,6717,2020-03-25
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,20,20.154789,-7.2175,52.5816,6718,2020-03-25
,Laois,84697,244211,193996,52.9952,-7.3423,,10,11.806794,-7.3423,52.9952,6719,2020-03-25
,Leitrim,32044,200446,319670,54.1261,-7.9939,,3,9.362127,-7.9939,54.1261,6720,2020-03-25
,Limerick,194899,149743,141780,52.5255,-8.7412,,36,18.471106,-8.7412,52.5255,6721,2020-03-25
,Longford,40873,220162,275901,53.7325,-7.6952,,5,12.233014,-7.6952,53.7325,6722,2020-03-25
,Louth,128884,299463,297349,53.9161,-6.487,,24,18.621396,-6.487,53.9161,6723,2020-03-25
,Mayo,130507,117679,297355,53.9191,-9.2537,,18,13.792364,-9.2537,53.9191,6724,2020-03-25
,Meath,195044,284946,271349,53.6851,-6.715,,33,16.919259,-6.715,53.6851,6725,2020-03-25
,Monaghan,61386,268914,326818,54.1857,-6.9452,,5,8.14518,-6.9452,54.1857,6726,2020-03-25
,Offaly,77961,222690,223679,53.2632,-7.6607,,19,24.37116,-7.6607,53.2632,6727,2020-03-25
,Roscommon,64544,182029,283486,53.8008,-8.2735,,7,10.845315,-8.2735,53.8008,6728,2020-03-25
,Sligo,65535,165130,323355,54.1581,-8.5345,,8,12.207218,-8.5345,54.1581,6729,2020-03-25
,Tipperary,159553,205427,154345,52.6407,-7.9206,,34,21.309534,-7.9206,52.6407,6730,2020-03-25
,Waterford,116176,234676,105809,52.2035,-7.4935,,25,21.519075,-7.4935,52.2035,6731,2020-03-25
,Westmeath,88770,238362,255966,53.5524,-7.4219,,39,43.933761,-7.4219,53.5524,6732,2020-03-25
,Wexford,149722,301627,141559,52.5164,-6.5037,,9,6.011141,-6.5037,52.5164,6733,2020-03-25
,Wicklow,142425,311162,197894,53.0205,-6.3442,,52,36.510444,-6.3442,53.0205,6734,2020-03-25
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6735,2020-03-26
,Cavan,76176,246380,304501,53.9878,-7.2937,,11,14.440244,-7.2937,53.9878,6736,2020-03-26
,Clare,118817,133493,182732,52.8917,-8.9889,,31,26.090543,-8.9889,52.8917,6737,2020-03-26
,Cork,542868,156242,77860,51.9517,-8.6372,,184,33.894059,-8.6372,51.9517,6738,2020-03-26
,Donegal,159192,202615,405691,54.8989,-7.96,,15,9.422584,-7.96,54.8989,6739,2020-03-26
,Dublin,1347359,313762,235813,53.3605,-6.292,,1070,79.414618,-6.292,53.3605,6740,2020-03-26
,Galway,258058,151045,235818,53.3705,-8.7362,,63,24.413116,-8.7362,53.3705,6741,2020-03-26
,Kerry,147707,92975,102996,52.1689,-9.565,,47,31.819751,-9.565,52.1689,6742,2020-03-26
,Kildare,222504,281262,221513,53.238,-6.7837,,56,25.168087,-6.7837,53.238,6743,2020-03-26
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,29,29.224444,-7.2175,52.5816,6744,2020-03-26
,Laois,84697,244211,193996,52.9952,-7.3423,,11,12.987473,-7.3423,52.9952,6745,2020-03-26
,Leitrim,32044,200446,319670,54.1261,-7.9939,,3,9.362127,-7.9939,54.1261,6746,2020-03-26
,Limerick,194899,149743,141780,52.5255,-8.7412,,46,23.601968,-8.7412,52.5255,6747,2020-03-26
,Longford,40873,220162,275901,53.7325,-7.6952,,5,12.233014,-7.6952,53.7325,6748,2020-03-26
,Louth,128884,299463,297349,53.9161,-6.487,,27,20.94907,-6.487,53.9161,6749,2020-03-26
,Mayo,130507,117679,297355,53.9191,-9.2537,,21,16.091091,-9.2537,53.9191,6750,2020-03-26
,Meath,195044,284946,271349,53.6851,-6.715,,41,21.020898,-6.715,53.6851,6751,2020-03-26
,Monaghan,61386,268914,326818,54.1857,-6.9452,,8,13.032287,-6.9452,54.1857,6752,2020-03-26
,Offaly,77961,222690,223679,53.2632,-7.6607,,22,28.219238,-7.6607,53.2632,6753,2020-03-26
,Roscommon,64544,182029,283486,53.8008,-8.2735,,8,12.394646,-8.2735,53.8008,6754,2020-03-26
,Sligo,65535,165130,323355,54.1581,-8.5345,,10,15.259022,-8.5345,54.1581,6755,2020-03-26
,Tipperary,159553,205427,154345,52.6407,-7.9206,,44,27.577043,-7.9206,52.6407,6756,2020-03-26
,Waterford,116176,234676,105809,52.2035,-7.4935,,29,24.962126,-7.4935,52.2035,6757,2020-03-26
,Westmeath,88770,238362,255966,53.5524,-7.4219,,52,58.578349,-7.4219,53.5524,6758,2020-03-26
,Wexford,149722,301627,141559,52.5164,-6.5037,,10,6.679045,-6.5037,52.5164,6759,2020-03-26
,Wicklow,142425,311162,197894,53.0205,-6.3442,,58,40.723188,-6.3442,53.0205,6760,2020-03-26
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6761,2020-03-27
,Cavan,76176,246380,304501,53.9878,-7.2937,,19,24.942239,-7.2937,53.9878,6762,2020-03-27
,Clare,118817,133493,182732,52.8917,-8.9889,,34,28.615434,-8.9889,52.8917,6763,2020-03-27
,Cork,542868,156242,77860,51.9517,-8.6372,,208,38.315023,-8.6372,51.9517,6764,2020-03-27
,Donegal,159192,202615,405691,54.8989,-7.96,,24,15.076134,-7.96,54.8989,6765,2020-03-27
,Dublin,1347359,313762,235813,53.3605,-6.292,,1233,91.512359,-6.292,53.3605,6766,2020-03-27
,Galway,258058,151045,235818,53.3705,-8.7362,,68,26.350665,-8.7362,53.3705,6767,2020-03-27
,Kerry,147707,92975,102996,52.1689,-9.565,,53,35.881847,-9.565,52.1689,6768,2020-03-27
,Kildare,222504,281262,221513,53.238,-6.7837,,61,27.415237,-6.7837,53.238,6769,2020-03-27
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,33,33.255401,-7.2175,52.5816,6770,2020-03-27
,Laois,84697,244211,193996,52.9952,-7.3423,,14,16.529511,-7.3423,52.9952,6771,2020-03-27
,Leitrim,32044,200446,319670,54.1261,-7.9939,,3,9.362127,-7.9939,54.1261,6772,2020-03-27
,Limerick,194899,149743,141780,52.5255,-8.7412,,55,28.219745,-8.7412,52.5255,6773,2020-03-27
,Longford,40873,220162,275901,53.7325,-7.6952,,10,24.466029,-7.6952,53.7325,6774,2020-03-27
,Louth,128884,299463,297349,53.9161,-6.487,,34,26.380311,-6.487,53.9161,6775,2020-03-27
,Mayo,130507,117679,297355,53.9191,-9.2537,,26,19.922303,-9.2537,53.9191,6776,2020-03-27
,Meath,195044,284946,271349,53.6851,-6.715,,46,23.584422,-6.715,53.6851,6777,2020-03-27
,Monaghan,61386,268914,326818,54.1857,-6.9452,,11,17.919395,-6.9452,54.1857,6778,2020-03-27
,Offaly,77961,222690,223679,53.2632,-7.6607,,29,37.198086,-7.6607,53.2632,6779,2020-03-27
,Roscommon,64544,182029,283486,53.8008,-8.2735,,10,15.493307,-8.2735,53.8008,6780,2020-03-27
,Sligo,65535,165130,323355,54.1581,-8.5345,,12,18.310826,-8.5345,54.1581,6781,2020-03-27
,Tipperary,159553,205427,154345,52.6407,-7.9206,,53,33.217802,-7.9206,52.6407,6782,2020-03-27
,Waterford,116176,234676,105809,52.2035,-7.4935,,31,26.683652,-7.4935,52.2035,6783,2020-03-27
,Westmeath,88770,238362,255966,53.5524,-7.4219,,67,75.475949,-7.4219,53.5524,6784,2020-03-27
,Wexford,149722,301627,141559,52.5164,-6.5037,,12,8.014854,-6.5037,52.5164,6785,2020-03-27
,Wicklow,142425,311162,197894,53.0205,-6.3442,,65,45.638055,-6.3442,53.0205,6786,2020-03-27
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6787,2020-03-28
,Cavan,76176,246380,304501,53.9878,-7.2937,,24,31.505986,-7.2937,53.9878,6788,2020-03-28
,Clare,118817,133493,182732,52.8917,-8.9889,,34,28.615434,-8.9889,52.8917,6789,2020-03-28
,Cork,542868,156242,77860,51.9517,-8.6372,,217,39.972885,-8.6372,51.9517,6790,2020-03-28
,Donegal,159192,202615,405691,54.8989,-7.96,,36,22.614202,-7.96,54.8989,6791,2020-03-28
,Dublin,1347359,313762,235813,53.3605,-6.292,,1393,103.387442,-6.292,53.3605,6792,2020-03-28
,Galway,258058,151045,235818,53.3705,-8.7362,,77,29.838253,-8.7362,53.3705,6793,2020-03-28
,Kerry,147707,92975,102996,52.1689,-9.565,,60,40.620959,-9.565,52.1689,6794,2020-03-28
,Kildare,222504,281262,221513,53.238,-6.7837,,64,28.763528,-6.7837,53.238,6795,2020-03-28
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,36,36.27862,-7.2175,52.5816,6796,2020-03-28
,Laois,84697,244211,193996,52.9952,-7.3423,,14,16.529511,-7.3423,52.9952,6797,2020-03-28
,Leitrim,32044,200446,319670,54.1261,-7.9939,,6,18.724254,-7.9939,54.1261,6798,2020-03-28
,Limerick,194899,149743,141780,52.5255,-8.7412,,64,32.837521,-8.7412,52.5255,6799,2020-03-28
,Longford,40873,220162,275901,53.7325,-7.6952,,10,24.466029,-7.6952,53.7325,6800,2020-03-28
,Louth,128884,299463,297349,53.9161,-6.487,,39,30.259768,-6.487,53.9161,6801,2020-03-28
,Mayo,130507,117679,297355,53.9191,-9.2537,,28,21.454788,-9.2537,53.9191,6802,2020-03-28
,Meath,195044,284946,271349,53.6851,-6.715,,47,24.097127,-6.715,53.6851,6803,2020-03-28
,Monaghan,61386,268914,326818,54.1857,-6.9452,,12,19.548431,-6.9452,54.1857,6804,2020-03-28
,Offaly,77961,222690,223679,53.2632,-7.6607,,34,43.611549,-7.6607,53.2632,6805,2020-03-28
,Roscommon,64544,182029,283486,53.8008,-8.2735,,10,15.493307,-8.2735,53.8008,6806,2020-03-28
,Sligo,65535,165130,323355,54.1581,-8.5345,,19,28.992142,-8.5345,54.1581,6807,2020-03-28
,Tipperary,159553,205427,154345,52.6407,-7.9206,,62,38.858561,-7.9206,52.6407,6808,2020-03-28
,Waterford,116176,234676,105809,52.2035,-7.4935,,34,29.265941,-7.4935,52.2035,6809,2020-03-28
,Westmeath,88770,238362,255966,53.5524,-7.4219,,70,78.855469,-7.4219,53.5524,6810,2020-03-28
,Wexford,149722,301627,141559,52.5164,-6.5037,,12,8.014854,-6.5037,52.5164,6811,2020-03-28
,Wicklow,142425,311162,197894,53.0205,-6.3442,,69,48.446551,-6.3442,53.0205,6812,2020-03-28
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6813,2020-03-29
,Cavan,76176,246380,304501,53.9878,-7.2937,,31,40.695232,-7.2937,53.9878,6814,2020-03-29
,Clare,118817,133493,182732,52.8917,-8.9889,,40,33.665216,-8.9889,52.8917,6815,2020-03-29
,Cork,542868,156242,77860,51.9517,-8.6372,,238,43.841228,-8.6372,51.9517,6816,2020-03-29
,Donegal,159192,202615,405691,54.8989,-7.96,,46,28.895924,-7.96,54.8989,6817,2020-03-29
,Dublin,1347359,313762,235813,53.3605,-6.292,,1487,110.364053,-6.292,53.3605,6818,2020-03-29
,Galway,258058,151045,235818,53.3705,-8.7362,,86,33.325841,-8.7362,53.3705,6819,2020-03-29
,Kerry,147707,92975,102996,52.1689,-9.565,,66,44.683055,-9.565,52.1689,6820,2020-03-29
,Kildare,222504,281262,221513,53.238,-6.7837,,66,29.662388,-6.7837,53.238,6821,2020-03-29
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,36,36.27862,-7.2175,52.5816,6822,2020-03-29
,Laois,84697,244211,193996,52.9952,-7.3423,,15,17.71019,-7.3423,52.9952,6823,2020-03-29
,Leitrim,32044,200446,319670,54.1261,-7.9939,,6,18.724254,-7.9939,54.1261,6824,2020-03-29
,Limerick,194899,149743,141780,52.5255,-8.7412,,67,34.37678,-8.7412,52.5255,6825,2020-03-29
,Longford,40873,220162,275901,53.7325,-7.6952,,10,24.466029,-7.6952,53.7325,6826,2020-03-29
,Louth,128884,299463,297349,53.9161,-6.487,,44,34.139226,-6.487,53.9161,6827,2020-03-29
,Mayo,130507,117679,297355,53.9191,-9.2537,,36,27.584727,-9.2537,53.9191,6828,2020-03-29
,Meath,195044,284946,271349,53.6851,-6.715,,54,27.686061,-6.715,53.6851,6829,2020-03-29
,Monaghan,61386,268914,326818,54.1857,-6.9452,,13,21.177467,-6.9452,54.1857,6830,2020-03-29
,Offaly,77961,222690,223679,53.2632,-7.6607,,34,43.611549,-7.6607,53.2632,6831,2020-03-29
,Roscommon,64544,182029,283486,53.8008,-8.2735,,10,15.493307,-8.2735,53.8008,6832,2020-03-29
,Sligo,65535,165130,323355,54.1581,-8.5345,,19,28.992142,-8.5345,54.1581,6833,2020-03-29
,Tipperary,159553,205427,154345,52.6407,-7.9206,,71,44.49932,-7.9206,52.6407,6834,2020-03-29
,Waterford,116176,234676,105809,52.2035,-7.4935,,33,28.405178,-7.4935,52.2035,6835,2020-03-29
,Westmeath,88770,238362,255966,53.5524,-7.4219,,77,86.741016,-7.4219,53.5524,6836,2020-03-29
,Wexford,149722,301627,141559,52.5164,-6.5037,,15,10.018568,-6.5037,52.5164,6837,2020-03-29
,Wicklow,142425,311162,197894,53.0205,-6.3442,,73,51.255047,-6.3442,53.0205,6838,2020-03-29
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6839,2020-03-30
,Cavan,76176,246380,304501,53.9878,-7.2937,,36,47.258979,-7.2937,53.9878,6840,2020-03-30
,Clare,118817,133493,182732,52.8917,-8.9889,,45,37.873368,-8.9889,52.8917,6841,2020-03-30
,Cork,542868,156242,77860,51.9517,-8.6372,,255,46.972745,-8.6372,51.9517,6842,2020-03-30
,Donegal,159192,202615,405691,54.8989,-7.96,,63,39.574853,-7.96,54.8989,6843,2020-03-30
,Dublin,1347359,313762,235813,53.3605,-6.292,,1645,122.090697,-6.292,53.3605,6844,2020-03-30
,Galway,258058,151045,235818,53.3705,-8.7362,,88,34.100861,-8.7362,53.3705,6845,2020-03-30
,Kerry,147707,92975,102996,52.1689,-9.565,,68,46.037087,-9.565,52.1689,6846,2020-03-30
,Kildare,222504,281262,221513,53.238,-6.7837,,80,35.95441,-6.7837,53.238,6847,2020-03-30
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,37,37.286359,-7.2175,52.5816,6848,2020-03-30
,Laois,84697,244211,193996,52.9952,-7.3423,,16,18.89087,-7.3423,52.9952,6849,2020-03-30
,Leitrim,32044,200446,319670,54.1261,-7.9939,,10,31.20709,-7.9939,54.1261,6850,2020-03-30
,Limerick,194899,149743,141780,52.5255,-8.7412,,87,44.638505,-8.7412,52.5255,6851,2020-03-30
,Longford,40873,220162,275901,53.7325,-7.6952,,12,29.359235,-7.6952,53.7325,6852,2020-03-30
,Louth,128884,299463,297349,53.9161,-6.487,,51,39.570466,-6.487,53.9161,6853,2020-03-30
,Mayo,130507,117679,297355,53.9191,-9.2537,,48,36.779636,-9.2537,53.9191,6854,2020-03-30
,Meath,195044,284946,271349,53.6851,-6.715,,66,33.838518,-6.715,53.6851,6855,2020-03-30
,Monaghan,61386,268914,326818,54.1857,-6.9452,,13,21.177467,-6.9452,54.1857,6856,2020-03-30
,Offaly,77961,222690,223679,53.2632,-7.6607,,40,51.307705,-7.6607,53.2632,6857,2020-03-30
,Roscommon,64544,182029,283486,53.8008,-8.2735,,10,15.493307,-8.2735,53.8008,6858,2020-03-30
,Sligo,65535,165130,323355,54.1581,-8.5345,,22,33.569848,-8.5345,54.1581,6859,2020-03-30
,Tipperary,159553,205427,154345,52.6407,-7.9206,,85,53.273834,-7.9206,52.6407,6860,2020-03-30
